T+8,T+0,T-1_T-4_DIFF_MEAN,T-9_T-12_DIFF_MEAN,T-1_T-4_DIFF_DIFF_MEAN,T-1_T-4_MEAN,T-5_T-8_MEAN,T-9_T-12_MEAN,POPULATION,RAIN_2_MAX,RAIN_2_MEAN,RAIN_4_MAX,RAIN_4_MEAN,RAIN_5_MAX,RAIN_5_MEAN,RAIN_6_MAX,RAIN_6_MEAN,RAIN_7_MAX,RAIN_7_MEAN,RAIN_8_MAX,RAIN_8_MEAN,RAIN_9_MAX,RAIN_9_MEAN,RAIN_10_MAX,RAIN_10_MEAN,RAIN_11_MAX,RAIN_11_MEAN,TEMP_2_-4_-7_MIN,TEMP_2_-4_-7_MEAN,TEMP_2_-8_-12_MIN,TEMP_2_-8_-12_MEAN,TEMP_3_-4_-7_MIN,TEMP_3_-4_-7_MEAN,TEMP_3_-8_-12_MIN,TEMP_3_-8_-12_MEAN,TEMP_4_-4_-7_MIN,TEMP_4_-4_-7_MEAN,TEMP_4_-8_-12_MIN,TEMP_4_-8_-12_MEAN
-0.058823529,-0.06805075,7.69E-04,0.00307574,0.027681661,-0.069204152,-0.041522491,-0.10005767,-0.41800434,0.042317173,-0.093056697,0.041660071,-0.096657169,0.028186429,-0.107790017,0.041078724,-0.09668354,0.062320776,-0.086567803,0.041194542,-0.099051393,0.041213874,-0.099229264,0.044649676,-0.097164347,0.040424077,-0.100450854,-0.139004149,-0.045643153,0.05186722,0.164730291,-0.128622975,0.024530516,-0.189311253,-0.051154303,-0.127127465,0.020638729,-0.187278256,-0.05200199
-0.079584775,-0.094579008,0.001922337,0.018454441,0.002306805,-0.072087659,-0.042675894,-0.085928489,-0.412821333,0.042317173,-0.079601479,0.041660071,-0.07886787,0.028186429,-0.084944054,0.041078724,-0.077695366,0.062320776,-0.068189247,0.041194542,-0.079597246,0.041213874,-0.079288527,0.044649676,-0.077973664,0.040424077,-0.080672147,-0.139004149,-0.045643153,0.05186722,0.164730291,-0.145376709,0.010951686,-0.189311253,-0.083200774,-0.142817634,0.008601134,-0.187278256,-0.083521653
-0.103806228,-0.083044983,-7.69E-04,0.019607843,-0.032295271,-0.07727797,-0.05449827,-0.065743945,-0.407638326,0.177896467,-0.045706656,0.165716849,-0.047853675,0.150985045,-0.0542444,0.164837207,-0.046755745,0.153050925,-0.045506709,0.15657774,-0.050751447,0.156012619,-0.050588841,0.155880577,-0.050165939,0.153515877,-0.052399197,-0.139004149,-0.012448133,-0.099585062,0.134439834,-0.145376709,-0.075404075,-0.189311253,0.010851204,-0.142817634,-0.07519477,-0.187278256,0.009224874
-0.080738178,-0.113033449,-0.009611688,0.019992311,0.012687428,-0.074971165,-0.067762399,-0.054209919,-0.402455109,0.177896467,-0.026807724,0.165716849,-0.028699013,0.150985045,-0.035779981,0.164837207,-0.027764731,0.153050925,-0.028073155,0.15657774,-0.032232444,0.156012619,-0.031918591,0.155880577,-0.031759505,0.153515877,-0.033983435,-0.139004149,0.025414938,-0.099585062,0.087551867,-0.18692031,-0.089978409,-0.189311253,-0.03623924,-0.184876828,-0.08963211,-0.187278256,-0.037244276
-0.085351788,-0.115340254,-0.014994233,0.001153402,-0.001730104,-0.089677048,-0.069204152,-0.041522491,-0.397272102,0.177896467,-0.01879622,0.165716849,-0.018923803,0.150985045,-0.023085421,0.164837207,-0.017297378,0.153050925,-0.015506065,0.15657774,-0.020885786,0.156012619,-0.020523182,0.155880577,-0.020319768,0.153515877,-0.022341835,0.033195021,0.081431536,-0.139004149,0.007053942,-0.18692031,-0.099229264,-0.158837502,-0.012143087,-0.184876828,-0.097164347,-0.156981691,-0.014885355
-0.099192618,-0.117647059,-0.006920415,-0.009996155,-0.006920415,-0.101499424,-0.072087659,-0.042675894,-0.392089095,0.177896467,-0.025677896,0.165716849,-0.028745185,0.150985045,-0.030026993,0.164837207,-0.02643599,0.153050925,-0.029870649,0.15657774,-0.030973478,0.156012619,-0.031084996,0.155880577,-0.031348146,0.153515877,-0.032712768,0.022821577,0.051348548,-0.139004149,-0.007883817,-0.18692031,-0.079288527,-0.145376709,-0.009450929,-0.184876828,-0.077973664,-0.142817634,-0.012052544
-0.085351788,-0.085351788,-0.011534025,-0.011534025,0.01384083,-0.107266436,-0.07727797,-0.05449827,-0.386906087,0.311421528,0.007703369,0.255606564,-0.006272756,0.19643207,-0.018665237,0.244190079,-0.006597772,0.233341455,-0.009798017,0.23073491,-0.012434185,0.225098995,-0.013813402,0.231608646,-0.012416129,0.224372632,-0.014998579,-0.170124481,5.19E-04,-0.139004149,-0.029875518,-0.18692031,-0.050588841,-0.145376709,0.017004123,-0.184876828,-0.050165939,-0.142817634,0.015810842
-0.108419839,-0.080738178,0.00922722,-0.014609765,0.017301038,-0.107843137,-0.074971165,-0.067762399,-0.38172308,0.311421528,0.01427691,0.255606564,0.002486676,0.19643207,-0.007928794,0.244190079,0.002630386,0.233341455,0.009495843,0.23073491,-4.59E-04,0.225098995,-0.001989459,0.231608646,6.45E-04,0.224372632,-0.002311544,-0.170124481,-0.023858921,-0.139004149,0.002904565,-0.112239309,-0.031918591,-0.18692031,-0.097707322,-0.111251094,-0.031759505,-0.184876828,-0.097131181
-0.110726644,-0.058823529,0.011534025,7.69E-04,0.003460207,-0.09976932,-0.089677048,-0.069204152,-0.376540073,0.311421528,0.006778965,0.255606564,-0.006978524,0.19643207,-0.02352461,0.244190079,-0.008288311,0.233341455,-0.002137039,0.23073491,-0.012304299,0.225098995,-0.013784474,0.231608646,-0.010901022,0.224372632,-0.014508935,-0.170124481,-0.057572614,-0.139004149,0.037344399,-0.112239309,-0.020523182,-0.18692031,-0.093149509,-0.111251094,-0.020319768,-0.184876828,-0.092828209
-0.079584775,-0.079584775,0.019607843,0.001922337,-0.005190311,-0.085640138,-0.101499424,-0.072087659,-0.371357066,0.311421528,0.084737058,0.255606564,0.075741386,0.248596992,0.063110891,0.244190079,0.075359939,0.233341455,0.083372688,0.23073491,0.072285648,0.232609913,0.071333259,0.231608646,0.073811099,0.230306948,0.0705126,-0.170124481,-0.037344398,0.022821577,0.069709544,-0.112239309,-0.031084996,-0.18692031,-0.092506163,-0.111251094,-0.031348146,-0.184876828,-0.090942458
-0.092272203,-0.103806228,0.001922338,-7.69E-04,-0.012687428,-0.076124567,-0.107266436,-0.07727797,-0.366174059,0.207477403,-0.009552178,0.224605562,-0.003106696,0.248596992,-0.002974182,0.232906746,-4.62E-04,0.225701512,0.010077902,0.230518041,-0.001348229,0.232609913,-4.47E-04,0.228680068,1.71E-04,0.230306948,-0.001912171,-0.049792531,0.006742739,-0.170124481,0.007053942,-0.112239309,-0.013813402,-0.18692031,-0.032228298,-0.111251094,-0.012416129,-0.184876828,-0.031202816
-0.071510957,-0.080738178,-0.00768935,-0.009611688,-0.023068051,-0.080738178,-0.107843137,-0.074971165,-0.360990842,0.207477403,0.015920296,0.224605562,0.025809984,0.248596992,0.042287807,0.232906746,0.032329779,0.225701512,0.031720072,0.230518041,0.030665007,0.232609913,0.031656516,0.228680068,0.029827803,0.230306948,0.030255088,-0.049792531,0.034232365,-0.170124481,-0.006224066,-0.107861018,-0.001989459,-0.18692031,-0.062918934,-0.110168413,6.45E-04,-0.184876828,-0.06238297
-0.046136101,-0.085351788,-0.007304883,-0.014994233,0.021914648,-0.080738178,-0.09976932,-0.089677048,-0.355807835,0.324568611,0.125410846,0.265315814,0.119670466,0.248596992,0.113203409,0.246287576,0.120750299,0.225701512,0.109708794,0.230518041,0.113685846,0.232609913,0.11372996,0.228680068,0.112726914,0.230306948,0.111226412,0,0.046680498,-0.170124481,-0.029045643,-0.107861018,-0.013784474,-0.112239309,-0.037585328,-0.110168413,-0.010901022,-0.111251094,-0.037378335
0.035755479,-0.099192618,-0.001922338,-0.006920415,0.009803922,-0.087370242,-0.085640138,-0.101499424,-0.350624828,0.324568611,0.122843057,0.265315814,0.124241465,0.319370007,0.130896663,0.263635275,0.128432431,0.261614299,0.118686991,0.26894911,0.123293613,0.272714425,0.123756088,0.264956915,0.121796126,0.272133194,0.121682973,-0.17219917,-0.022302905,-0.170124481,-0.025311203,-0.107432334,0.071333259,-0.112239309,-0.037990749,-0.106037164,0.073811099,-0.111251094,-0.038289497
0.051903114,-0.085351788,0.00153787,-0.011534025,-0.01845444,-0.092272203,-0.076124567,-0.107266436,-0.345441821,0.324568611,0.175431389,0.265315814,0.177167432,0.319370007,0.193247273,0.263635275,0.183592871,0.261614299,0.174332049,0.26894911,0.179725999,0.272714425,0.179662576,0.264956915,0.177580343,0.272133194,0.178523526,-0.17219917,-0.007261411,-0.170124481,-0.028630705,-0.107432334,-4.47E-04,-0.112239309,0.020151802,-0.106037164,1.71E-04,-0.111251094,0.021243212
0.107266436,-0.108419839,-0.00153787,0.00922722,0.00922722,-0.087658593,-0.080738178,-0.107843137,-0.340258814,0.324568611,0.178512736,0.265315814,0.172378766,0.319370007,0.162769663,0.263635275,0.172713657,0.261614299,0.163765178,0.26894911,0.165786379,0.272714425,0.165862538,0.264956915,0.165286533,0.272133194,0.163304488,-0.17219917,-0.04719917,-0.049792531,0.020746888,-0.107432334,0.031656516,-0.112239309,-0.024039429,-0.106037164,0.029827803,-0.111251094,-0.021734334
0.137254902,-0.110726644,-0.00768935,0.011534025,-0.004613611,-0.094579008,-0.080738178,-0.09976932,-0.335075807,0.197206245,0.127875925,0.242889557,0.138877896,0.319370007,0.154111609,0.263635275,0.145102728,0.261614299,0.137745686,0.26894911,0.141606393,0.272714425,0.14314918,0.264956915,0.140148684,0.272133194,0.140817744,-0.197095436,-0.096473029,-0.049792531,0.027385892,-0.062023161,0.11372996,-0.107861018,-0.023078034,-0.062951986,0.112726914,-0.110168413,-0.020691548
0.170703576,-0.079584775,-0.003844675,0.019607843,-0.008073817,-0.100922722,-0.087370242,-0.085640138,-0.329892799,0.193508628,0.12695152,0.239644346,0.138066593,0.324348564,0.155356249,0.262339823,0.144778865,0.274377255,0.140936425,0.272157766,0.142408557,0.2749253,0.143701898,0.269151361,0.141197295,0.276453781,0.141897891,-0.197095436,-0.088692946,-0.17219917,0.002904564,-0.062023161,0.123756088,-0.107861018,0.035494404,-0.062951986,0.121796126,-0.110168413,0.037015196
0.084198385,-0.092272203,0.001922338,0.001922338,0.02710496,-0.096020762,-0.092272203,-0.076124567,-0.324709792,0.193508628,0.135682005,0.239644346,0.145130864,0.324348564,0.159281733,0.262339823,0.151098966,0.274377255,0.143465112,0.272157766,0.147401446,0.2749253,0.148746709,0.269151361,0.145926505,0.276453781,0.146497805,-0.197095436,-0.133298755,-0.17219917,-0.004564316,0.063471648,0.179662576,-0.107432334,0.044661975,0.059620293,0.177580343,-0.106037164,0.046458482
0.14071511,-0.071510957,0.005382545,-0.00768935,-0.005190312,-0.097750865,-0.087658593,-0.080738178,-0.319526575,0.193508628,0.103841413,0.239644346,0.114829033,0.324348564,0.136212095,0.262339823,0.122511804,0.274377255,0.117646244,0.272157766,0.120386865,0.2749253,0.121454712,0.269151361,0.118742295,0.276453781,0.119975506,-0.197095436,-0.134854772,-0.17219917,-0.022406639,0.008271496,0.165862538,-0.107432334,0.012336506,0.010445054,0.165286533,-0.106037164,0.012060811
0.08650519,-0.046136101,0.013071896,-0.007304883,-0.005190312,-0.088523645,-0.094579008,-0.080738178,-0.315545232,0.227608874,0.130238291,0.239644346,0.138013825,0.324348564,0.162448571,0.262339823,0.146420115,0.274377255,0.150504938,0.272157766,0.146895945,0.2749253,0.146842105,0.269151361,0.145891288,0.276453781,0.146977703,-0.15560166,-0.124481328,-0.197095436,-0.077178423,0.008271496,0.14314918,-0.107432334,0.069497501,0.010445054,0.140148684,-0.106037164,0.068974098
0.114186851,0.035755479,0.011149558,-0.001922338,0.019031142,-0.072376009,-0.100922722,-0.087370242,-0.312044429,0.227608874,0.101479047,0.224051501,0.088939898,0.24434987,0.079456647,0.231477104,0.089304626,0.244796411,0.090647998,0.233746332,0.084954625,0.23155758,0.083465554,0.233603857,0.085328955,0.233755413,0.08280712,-0.282157676,-0.159751037,-0.197095436,-0.105394191,0.008271496,0.143701898,-0.062023161,0.145526853,0.010445054,0.141197295,-0.062951986,0.143172914
0.15455594,0.051903114,0.042675894,0.00153787,0.030565167,-0.043540946,-0.096020762,-0.092272203,-0.308543416,0.35620378,0.145645029,0.344229856,0.129953565,0.346892483,0.116880728,0.34747423,0.129467244,0.356285254,0.136504988,0.346466854,0.126096213,0.344038574,0.12402969,0.346786674,0.127250193,0.34522654,0.124004901,-0.319502075,-0.211618257,-0.197095436,-0.093360996,0.008271496,0.148746709,-0.062023161,0.131325428,0.010445054,0.145926505,-0.062951986,0.129473877
0.153402537,0.107266436,0.041138024,-0.00153787,-0.004613611,-0.007497116,-0.097750865,-0.087658593,-0.305042613,0.35620378,0.133216927,0.344229856,0.119274708,0.346892483,0.108716829,0.34747423,0.119384655,0.356285254,0.12485927,0.346466854,0.115931748,0.344038574,0.114087919,0.346786674,0.116794102,0.34522654,0.113917555,-0.319502075,-0.251037345,-0.197095436,-0.124481328,-0.100896491,0.121454712,0.008271496,0.14538436,-0.098291786,0.118742295,0.010445054,0.144153285
0.16378316,0.137254902,0.051134179,-0.00768935,-0.013264129,0.037197232,-0.088523645,-0.094579008,-0.30154181,0.35620378,0.034202958,0.344229856,0.018673157,0.346892483,-0.002285195,0.34747423,0.016317273,0.356285254,0.019222531,0.346466854,0.010954268,0.344038574,0.009561017,0.346786674,0.012247978,0.34522654,0.00833287,-0.319502075,-0.265560166,-0.197095436,-0.139004149,-0.100896491,0.146842105,0.008271496,0.158691631,-0.098291786,0.145891288,0.010445054,0.157230803
0.267589389,0.170703576,0.033833141,-0.003844675,0.006920416,0.083044983,-0.072376009,-0.100922722,-0.298041007,0.638044371,0.174096138,0.671019999,0.175590998,0.750031565,0.187127479,0.692365815,0.180939259,0.680358842,0.180574868,0.695503084,0.178731919,0.697289881,0.178528714,0.689627658,0.177929386,0.697767681,0.177831928,-0.319502075,-0.209024897,-0.282157676,-0.156016597,-0.100896491,0.083465554,0.008271496,0.169504404,-0.098291786,0.085328955,0.010445054,0.165949219
0.366782007,0.084198385,0.039600154,0.001922338,-0.010957324,0.116782007,-0.043540946,-0.096020762,-0.294540204,0.638044371,0.219391947,0.671019999,0.210701282,0.750031565,0.205448767,0.692365815,0.212069069,0.680358842,0.210330955,0.695503084,0.207468833,0.697289881,0.206532969,0.689627658,0.207341265,0.697767681,0.205459662,-0.261410788,-0.194502075,-0.319502075,-0.191701245,-0.100896491,0.12402969,0.008271496,0.151317925,-0.098291786,0.127250193,0.010445054,0.14877818
0.38638985,0.14071511,-0.00768935,0.005382545,-0.058246829,0.124855825,-0.007497116,-0.097750865,-0.291039401,0.638044371,0.244453574,0.671019999,0.231254288,0.750031565,0.22293576,0.692365815,0.231895158,0.680358842,0.228527792,0.695503084,0.226514817,0.697289881,0.22503522,0.689627658,0.226237806,0.697767681,0.22412945,-0.261410788,-0.195539419,-0.319502075,-0.218672199,-0.140663573,0.114087919,-0.100896491,0.098818069,-0.14011615,0.116794102,-0.098291786,0.097082847
0.419838524,0.08650519,0.001153403,0.013071896,0.011534026,0.133217993,0.037197232,-0.088523645,-0.287538387,0.638044371,0.317789646,0.671019999,0.314244631,0.750031565,0.316795829,0.692365815,0.317462587,0.680358842,0.318204854,0.695503084,0.314433081,0.697289881,0.313833769,0.689627658,0.314218504,0.697767681,0.313055962,-0.261410788,-0.153526971,-0.319502075,-0.243568465,-0.186550028,0.009561017,-0.100896491,0.143475285,-0.184580637,0.012247978,-0.098291786,0.141714607
0.430219146,0.114186851,-0.028066129,0.011149558,0.016147635,0.120530565,0.083044983,-0.072376009,-0.284037584,0.537387017,0.137633525,0.484670994,0.127249222,0.420177635,0.11359906,0.471993468,0.126626024,0.475309601,0.129801906,0.461414513,0.122223152,0.456055594,0.121287993,0.464434188,0.123217305,0.455737478,0.120092862,-0.373443983,-0.232883817,-0.319502075,-0.223651452,-0.186550028,0.178528714,-0.100896491,0.121757503,-0.184580637,0.177929386,-0.098291786,0.122093436
0.442906574,0.15455594,0.009996155,0.042675894,-0.014417532,0.106401384,0.116782007,-0.043540946,-0.280536781,0.124897288,0.003286771,0.15360667,0.011556119,0.175782049,0.021361865,0.16147729,0.016494043,0.180957705,0.016773895,0.165509469,0.014235644,0.16864417,0.015304551,0.167342153,0.013936117,0.167122723,0.013553541,-0.470954357,-0.285269709,-0.319502075,-0.219502075,-0.186550028,0.206532969,-0.100896491,0.135580158,-0.184580637,0.207341265,-0.098291786,0.137620498
0.504036909,0.153402537,0.00461361,0.041138024,0.047289505,0.123990773,0.124855825,-0.007497116,-0.277035978,0.124897288,-0.006984388,0.15360667,0.00757216,0.175782049,0.023440799,0.16147729,0.013947525,0.180957705,0.01222769,0.165509469,0.011931996,0.16864417,0.013829457,0.167342153,0.011220882,0.167122723,0.011609545,-0.470954357,-0.282676349,-0.261410788,-0.205809129,-0.186550028,0.22503522,-0.140663573,0.071091037,-0.184580637,0.226237806,-0.14011615,0.073776924
0.537485582,0.16378316,0.022299116,0.051134179,-0.014417532,0.12716263,0.133217993,0.037197232,-0.273535175,0,-0.049096138,0.021898581,-0.029932457,0.07553606,-0.001620698,0.031465543,-0.020606973,0.023197558,-0.032595291,0.029464484,-0.023658539,0.032121828,-0.021267933,0.027309436,-0.026277768,0.029580198,-0.02388834,-0.470954357,-0.286825726,-0.261410788,-0.165560166,-0.066654568,0.313833769,-0.186550028,0.05396033,-0.064529983,0.314218504,-0.184580637,0.056519154
0.659746251,0.267589389,0.016532103,0.033833141,-0.014994233,0.146482122,0.120530565,0.083044983,-0.270034162,0.192686935,0.019720625,0.184185531,0.035354335,0.175897425,0.058042537,0.184833614,0.043346539,0.194645096,0.034379221,0.182737538,0.040360004,0.181537113,0.042339652,0.184157698,0.038355941,0.181251711,0.039945768,-0.470954357,-0.196576764,-0.373443983,-0.197510373,-0.072893226,0.121287993,-0.186550028,0.14710679,-0.074377137,0.123217305,-0.184580637,0.147723914
0.738177624,0.366782007,0.037677816,0.039600154,0.052479816,0.184832757,0.106401384,0.116782007,-0.266533359,0.192686935,0.019823336,0.184185531,0.022815419,0.175897425,0.02757962,0.184833614,0.026558052,0.194645096,0.0197683,0.182737538,0.021923976,0.181537113,0.022658168,0.184157698,0.020975459,0.181251711,0.020460715,-0.2406639,-0.081950208,-0.470954357,-0.280497925,-0.072893226,0.015304551,-0.186550028,0.23403409,-0.074377137,0.013936117,-0.184580637,0.235230347
0.732410611,0.38638985,0.07112649,-0.00768935,0.044405998,0.237889273,0.123990773,0.124855825,-0.263032556,0.192686935,0.04919885,0.184185531,0.050531634,0.175897425,0.050775519,0.184833614,0.053202553,0.194645096,0.05303282,0.182737538,0.049664166,0.181537113,0.050101642,0.184157698,0.04973676,0.181251711,0.048326709,-0.062240664,0.002593361,-0.470954357,-0.276348548,-0.072893226,0.013829457,-0.186550028,0.151895461,-0.075390924,0.011220882,-0.184580637,0.152967015
0.770472895,0.419838524,0.07420223,0.001153403,-0.042099193,0.296136101,0.12716263,0.133217993,-0.259531753,0.192686935,0.088948233,0.184185531,0.084784444,0.19353027,0.080274071,0.184833614,0.086328184,0.194645096,0.087363642,0.182737538,0.082509021,0.181537113,0.08221194,0.184157698,0.082838329,0.181251711,0.080848661,-0.012448133,0.049273859,-0.470954357,-0.238589212,-0.072893226,-0.021267933,-0.186550028,0.21375701,-0.075390924,-0.026277768,-0.184580637,0.214458676
0.728950404,0.430219146,0.050749712,-0.028066129,-0.032871972,0.360149943,0.146482122,0.120530565,-0.25603095,0.115447823,0.024137223,0.140599441,0.020638753,0.19353027,0.012725581,0.155761819,0.021375729,0.138989069,0.022130321,0.154526748,0.017070966,0.156695803,0.017107036,0.149753831,0.017656956,0.155218992,0.015286489,-0.012448133,0.079356846,-0.470954357,-0.231950207,-0.072554944,0.042339652,-0.072893226,0.23648837,-0.075390924,0.038355941,-0.074377137,0.236499376
0.581314879,0.442906574,0.021145713,0.009996155,-0.00461361,0.400807382,0.184832757,0.106401384,-0.252529936,0.237469187,0.083401808,0.225951137,0.084190808,0.207481986,0.08225178,0.224185414,0.086344184,0.250383625,0.093537759,0.224924694,0.084372046,0.223121724,0.084538493,0.228843646,0.08542099,0.22383004,0.083334003,0.097510373,0.107365145,-0.470954357,-0.159751037,-0.072554944,0.022658168,-0.072893226,0.10345476,-0.075390924,0.020975459,-0.074377137,0.104035731
0.423298731,0.504036909,0.018838908,0.00461361,-0.010380623,0.419838524,0.237889273,0.123990773,-0.249029133,0.237469187,0.084942482,0.225951137,0.084223788,0.207481986,0.086143523,0.224185414,0.087292031,0.250383625,0.091719143,0.224924694,0.085102637,0.223121724,0.084886636,0.228843646,0.085477932,0.22383004,0.08400785,0.099585062,0.116701245,-0.2406639,-0.046058091,-0.046604107,0.050101642,-0.072893226,-0.002267348,-0.042212492,0.04973676,-0.075390924,-0.003929291
0.249134948,0.537485582,0.028066128,0.022299116,0.025374856,0.449250288,0.296136101,0.12716263,-0.24552833,0.237469187,0.045706656,0.225951137,0.039410849,0.207481986,0.03057285,0.224185414,0.039928559,0.250383625,0.053442467,0.224924694,0.038686936,0.223121724,0.037754698,0.228843646,0.040665422,0.22383004,0.037464674,0.020746888,0.090767635,-0.062240664,0.026970954,-0.046604107,0.08221194,-0.072893226,0.016714488,-0.042212492,0.082838329,-0.075390924,0.012446216
0.152249135,0.659746251,0.035755479,0.016532103,0.010380622,0.478662053,0.360149943,0.146482122,-0.242027527,0.237469187,0.057313065,0.225951137,0.048348372,0.207481986,0.038723687,0.224185414,0.048679568,0.250383625,0.062005416,0.224924694,0.04729503,0.223121724,0.045946984,0.228843646,0.049194664,0.22383004,0.045933042,0.020746888,0.083506224,-0.012448133,0.06099585,-0.078882504,0.017107036,-0.072893226,0.019293076,-0.076567797,0.017656956,-0.075390924,0.015809325
0.132641292,0.738177624,0.072279892,0.037677816,0.030565167,0.536043829,0.400807382,0.184832757,-0.238526724,0.080115037,0.017974528,0.092422563,0.014966229,0.1321462,0.01988974,0.10445367,0.018746632,0.128822626,0.031615166,0.111846422,0.019025462,0.110831929,0.017874535,0.112174099,0.020027277,0.113809856,0.018427996,0.020746888,0.065871369,-0.012448133,0.083402489,-0.078882504,0.084538493,-0.072554944,0.0245509,-0.076567797,0.08542099,-0.075390924,0.022242254
0.094579008,0.732410611,0.078046905,0.07112649,0.02249135,0.609861592,0.419838524,0.237889273,-0.235025711,0.080115037,-0.01879622,0.092422563,-0.022142631,0.1321462,-0.020956419,0.10445367,-0.019248297,0.128822626,-0.003501957,0.111846422,-0.018709656,0.110831929,-0.019815664,0.112174099,-0.017112082,0.113809856,-0.019307676,0.020746888,0.093879668,0.097510373,0.11286307,-0.078882504,0.084886636,-0.072554944,0.025570325,-0.076567797,0.085477932,-0.075390924,0.024711223
0.235294118,0.770472895,0.06497501,0.07420223,-0.064013841,0.666955017,0.449250288,0.296136101,-0.231524908,0.080115037,-0.037284306,0.092422563,-0.045386787,0.1321462,-0.054852842,0.10445367,-0.045017982,0.128822626,-0.034281695,0.111846422,-0.047027748,0.110831929,-0.048125581,0.112174099,-0.045395552,0.113809856,-0.048494102,0.029045643,0.130705394,0.020746888,0.097510373,-0.078882504,0.037754698,-0.046604107,0.071420474,-0.076567797,0.040665422,-0.042212492,0.069740174
0.192618224,0.728950404,0.036908881,0.050749712,-0.020184545,0.725201845,0.478662053,0.360149943,-0.228024105,0.080115037,-0.049917831,0.092422563,-0.051303361,0.1321462,-0.047870997,0.10445367,-0.047876491,0.128822626,-0.040630471,0.111846422,-0.049179405,0.110831929,-0.049720934,0.112174099,-0.048629404,0.113809856,-0.050084555,0.012448133,0.114107884,0.020746888,0.088381743,-0.046113361,0.045946984,-0.078882504,0.049993051,-0.04245083,0.049194664,-0.076567797,0.050957104
0.244521338,0.581314879,-0.00307574,0.021145713,-0.017877739,0.742502884,0.536043829,0.400807382,-0.224523302,-0.070665571,-0.103533278,-0.06031344,-0.107329429,-0.03376581,-0.111581079,-0.05140621,-0.105724348,-0.057431497,-0.106095571,-0.053188932,-0.109862065,-0.052494775,-0.110051344,-0.055386241,-0.109695609,-0.053485317,-0.11157608,0.012448133,0.131224067,0.020746888,0.072614108,-0.046113361,0.017874535,-0.078882504,0.058309973,-0.04245083,0.020027277,-0.076567797,0.059894294
0.320645905,0.423298731,-0.050365244,0.018838908,-0.092848905,0.703287197,0.609861592,0.419838524,-0.221022499,0.204601479,-0.028964667,0.181204158,-0.035604981,0.188325315,-0.033118184,0.185505598,-0.032402294,0.182694783,-0.03625277,0.182149905,-0.036582917,0.177922044,-0.037533515,0.180310923,-0.037449031,0.180023043,-0.038329483,0.012448133,0.147821577,0.020746888,0.102074689,-0.112149274,-0.019815664,-0.078882504,0.075353099,-0.108675388,-0.017112082,-0.076567797,0.076313202
0.190311419,0.249134948,-0.115724721,0.028066128,-0.058246828,0.626009227,0.666955017,0.449250288,-0.217521485,0.204601479,-0.019309778,0.181204158,-0.022822015,0.188325315,-0.008463766,0.185505598,-0.016804745,0.182694783,-0.016028583,0.182149905,-0.018383467,0.177922044,-0.019686626,0.180310923,-0.019492162,0.180023043,-0.01929518,0.012448133,0.220435685,0.020746888,0.108713693,-0.145071617,-0.048125581,-0.078882504,0.061542919,-0.142630087,-0.045395552,-0.076567797,0.062483104
0.232987313,0.152249135,-0.159938485,0.035755479,-0.013264129,0.49567474,0.725201845,0.478662053,-0.214020682,0.204601479,-0.022904684,0.181204158,-0.032643396,0.188325315,-0.033238457,0.185505598,-0.030171382,0.182694783,-0.024918911,0.182149905,-0.03246253,0.177922044,-0.034153193,0.180310923,-0.032199226,0.180023043,-0.033943563,0.097510373,0.285269709,0.012448133,0.107053942,-0.145071617,-0.049720934,-0.078882504,0.020981086,-0.142630087,-0.048629404,-0.076567797,0.024042172
0.267589389,0.132641292,-0.143021915,0.072279892,0.030565168,0.351499423,0.742502884,0.536043829,-0.210519879,0.204601479,-0.013763353,0.181204158,-0.025552741,0.188325315,-0.027355944,0.185505598,-0.023367163,0.182694783,-0.014640823,0.182149905,-0.024941164,0.177922044,-0.027065498,0.180310923,-0.024282629,0.180023043,-0.026354189,0.008298755,0.262966805,0.012448133,0.110788382,-0.145071617,-0.110051344,-0.046113361,0.058923973,-0.142630087,-0.109695609,-0.04245083,0.061790551
0.307958478,0.094579008,-0.096885813,0.078046905,0.07727797,0.239331027,0.703287197,0.609861592,-0.207019076,0.190221857,-0.017358258,0.198274497,-0.021285157,0.242775976,-0.013743279,0.211438375,-0.016883969,0.238227,-7.58E-04,0.220017103,-0.015474365,0.217864858,-0.017079794,0.220067602,-0.014343459,0.222143544,-0.015824064,0.004149378,0.185684647,0.012448133,0.167634855,-0.145071617,-0.037533515,-0.112149274,-0.008130227,-0.142630087,-0.037449031,-0.108675388,-0.005713256
0.30449827,0.235294118,-0.051518647,0.06497501,0.029411765,0.157151096,0.626009227,0.666955017,-0.203518273,0.190221857,0.023829088,0.198274497,0.021423671,0.242775976,0.018858436,0.211438375,0.023428581,0.238227,0.044091731,0.220017103,0.024732864,0.217864858,0.023813523,0.220067602,0.027214526,0.222143544,0.024293126,-0.06846473,0.053941909,0.012448133,0.209958506,-0.130489711,-0.019686626,-0.145071617,-0.044866855,-0.13209072,-0.019492162,-0.142630087,-0.042215683
0.230680507,0.192618224,0.027681661,0.036908881,0.080161477,0.153690888,0.49567474,0.725201845,-0.20001747,0.190221857,0.006059984,0.198274497,0.007182998,0.242775976,0.010648823,0.211438375,0.010617802,0.238227,0.027311681,0.220017103,0.011670786,0.217864858,0.0111771,0.220067602,0.013398767,0.222143544,0.011379227,-0.06846473,0.006742739,0.012448133,0.230705394,-0.130489711,-0.034153193,-0.145071617,-0.04899942,-0.13209072,-0.032199226,-0.142630087,-0.047393689
